page_name,page_url,aim[AIM.DynamicCc][avg cluster colors],aim[AIM.DynamicCc][clusters],aim[AIM.EdgeCongestion],aim[AIM.EdgeDensity],aim[AIM.FgContrast],aim[AIM.GridQuality],aim[AIM.HasslerSusstrunk][Colorfulness],aim[AIM.HasslerSusstrunk][dist A],aim[AIM.HasslerSusstrunk][dist B],aim[AIM.HasslerSusstrunk][dist RGYB],aim[AIM.HasslerSusstrunk][std A],aim[AIM.HasslerSusstrunk][std B],aim[AIM.HasslerSusstrunk][std RGYB],aim[AIM.HsvColours][avg Hue],aim[AIM.HsvColours][avg Saturation],aim[AIM.HsvColours][avg Value],aim[AIM.HsvColours][std Saturation],aim[AIM.HsvColours][std Value],aim[AIM.HsvSpectrum][HSV],aim[AIM.HsvSpectrum][Hue],aim[AIM.HsvSpectrum][Saturation],aim[AIM.HsvSpectrum][Value],aim[AIM.JpgFileSize],aim[AIM.LabColours][mean A],aim[AIM.LabColours][mean B],aim[AIM.LabColours][mean Lightness],aim[AIM.LabColours][std A],aim[AIM.LabColours][std B],aim[AIM.LabColours][std Lightness],aim[AIM.Luminance],aim[AIM.PixelSymmetry],aim[AIM.PngFileSize],aim[AIM.QuadtreeDec][balance],aim[AIM.QuadtreeDec][equilibrium],aim[AIM.QuadtreeDec][leaves],aim[AIM.QuadtreeDec][symmetry],aim[AIM.StaticCc],aim[AIM.UniqueRgb],aim[AIM.Wave],aim[AIM.WhiteSpace]
,https://www.adygnet.ru/,13,771,0.29305359745753,0.14252548217773,0.99116691989156,51,65.368075843391,19.120011138916,39.700095748901,44.064412266865,38.802248092568,34.840750496442,52.148752163331,252.81016493892,0.46608409101579,0.50099121991326,0.31878430041275,0.26207215503345,14356,9452,14715,256,151935,13.941478955158,-20.253988002158,37.178398265586,16.237812688024,19.475413525042,29.629463402583,77.573329473973,0.90583307020856,834729,0.85452483116165,0.99978206121658,2581,0.55250122048816,2463,10880,0.7347759792965,0.12128677368164
,https://www.altstu.ru/,15,280,0.50951692600267,0.11598739624023,1.0581931729473,181,26.109926827808,4.8995506286621,4.7341876983643,6.8130851694491,19.49385200291,14.112482118746,24.066001276973,1.1410228658084,0.065079823061417,0.92778978235581,0.20522241601813,0.20947827279362,6086,16747,16220,256,215298,-0.37296130325347,-0.013067960931352,92.036798916938,5.3715904428408,5.7614768051295,22.123242656933,57.806750360662,0.5326151887005,312528,0.8097811687518,0.99969725511302,1858,0.57068447644949,3345,3130,0.4903689883019,0.60986404418945
,https://www.asu.ru/,13,427,0.37784162796203,0.14388122558594,1.0150365261541,245,56.926803704421,12.051155090332,20.869255828857,24.098883332253,22.581817456824,44.270386442692,49.697138704745,323.10886858454,0.1457833227583,0.89739068124809,0.28808282962988,0.18364524048711,9462,20384,20180,256,185469,1.0518861984763,-2.070692806,85.976870972933,6.2013861044452,19.952876037332,22.788252229359,62.151681064433,0.77210747162045,841251,0.84135498058298,0.9997755387071,2506,0.65599365481376,4248,8274,0.5212696050615,0.49239883422852
,http://angtu.ru/,11,296,0.45638315801997,0.079712677001953,1.0371955639875,149,32.695475575215,7.0774238586426,7.9862102508545,10.67096446652,20.060607857996,21.621263470201,29.494186235259,356.24010049407,0.083100258241519,0.9043019881903,0.22100141119163,0.21244473459906,6662,10989,15645,256,132834,-0.82450961153388,-2.3070234430137,89.067960279304,3.3862238748347,8.2766174552794,23.231814948075,61.410527625614,0.53660600854212,243054,0.50482375138556,0.99959001457726,1372,0.50982389826516,2733,4451,0.50912244966387,0.73632049560547
,http://www.agpu.net/,14,244,0.37252227330828,0.10224990844727,0.94962868189025,140,33.278463281111,7.210457611084,8.4393939971924,11.100183331868,19.477695680218,22.749209427743,29.948408281551,354.62854670187,0.067420766470646,0.9406595955643,0.17494217774837,0.1718137267565,5549,14840,17230,256,152439,-0.6996598773449,-1.606968717685,92.48140848414,3.5013182235807,9.061879310146,18.591250025476,49.142734564268,0.46850263838699,474090,0.73965966637632,0.99968130311615,1765,0.5524955937188,3777,3372,0.49517796779144,0.4982307434082
,https://narfu.ru/,13,321,0.50991052862512,0.10502548217773,1.0104202406821,90,63.697852248701,17.75104598999,26.643745040894,32.015446015055,34.442215812304,41.711030334781,54.093218444185,330.77832588627,0.21632918338401,0.8600384611242,0.3353614353238,0.22212906662726,6993,15919,18040,256,161490,2.95876569304,-9.1070212356808,79.248092533698,10.146491404882,19.978829963435,28.960945570242,79.353064355075,0.87500317216224,467004,0.63606509920326,0.9996757925072,1735,0.4889142783397,3280,5785,0.55527683762821,0.60302124023437
,https://asu.edu.ru/,14,201,0.48984207486024,0.081554412841797,0.96465099831348,113,17.327319865926,3.4981719970703,3.3791778564453,4.8637485858726,12.250413214121,10.085980262229,15.868195290164,1.8569473237614,0.047130741010153,0.93933324776444,0.15723891527388,0.19006762958897,4798,14329,15009,256,144966,0.44482636413914,0.51839366905609,93.218127286663,4.9023117283452,4.7579573429328,20.40004696685,53.337118213357,0.9738201478284,296517,0.83732318942198,0.99959179970972,1378,0.52157693927935,3427,3475,0.48270187626175,0.78314895629883
,http://bgu.ru/,14,247,0.39797984848864,0.10012054443359,1.0688026770496,169,39.866497056225,7.391259765625,11.693028259277,13.833207538211,18.708146473398,30.424925854886,35.716534794762,1.5151479350377,0.083653680542321,0.94381946937711,0.19743511561527,0.17707947993921,5556,19463,17462,256,167085,0.80931409313424,1.4856805687003,92.216704969658,6.0026838289226,14.28364514563,19.898500109891,52.525334900497,0.49054988776021,306927,0.83111169383589,0.99971605249874,1981,0.52489379564246,4030,3230,0.50060209907317,-0.13153228759766
,https://bspu.ru/,12,611,0.11567735493177,0.11088562011719,0.97709759352533,48,50.692482360785,38.157487487793,18.151071929932,42.254647834133,31.952053904508,20.598281455232,38.016088010545,160.02147568911,0.39577251507114,0.58471199783624,0.30422198613676,0.27909366527445,12514,13494,15778,256,109719,-11.390243720439,-0.38315279672619,57.001856190626,13.0081084963,9.3629810283403,27.885263595501,74.604185174431,0.14833180001721,435612,0.87698920714681,0.99978382013836,2602,0.56259602747128,3110,8483,0.62290678458721,0.11676788330078
,https://bashedu.ru/,11,1190,0.25204655566075,0.14522476196289,0.994211486678,72,84.866944649921,37.307263183594,57.622297668457,68.645182459093,37.080890816237,52.498344612751,64.273389912193,223.18841074416,0.5135524818444,0.69693639418658,0.410583629489,0.27498332987431,23699,26974,21036,256,172593,7.3505878955921,-20.564858220021,55.206796465501,11.630148771123,26.244617862543,32.159160717142,86.084003575081,0.74459973857975,982377,0.89985401161196,0.9998142338177,3028,0.63193329196655,7030,20311,0.63764267464263,0.20094604492188
