page_name,page_url,aim[AIM.DynamicCc][avg cluster colors],aim[AIM.DynamicCc][clusters],aim[AIM.EdgeCongestion],aim[AIM.EdgeDensity],aim[AIM.FgContrast],aim[AIM.GridQuality],aim[AIM.HasslerSusstrunk][Colorfulness],aim[AIM.HasslerSusstrunk][dist A],aim[AIM.HasslerSusstrunk][dist B],aim[AIM.HasslerSusstrunk][dist RGYB],aim[AIM.HasslerSusstrunk][std A],aim[AIM.HasslerSusstrunk][std B],aim[AIM.HasslerSusstrunk][std RGYB],aim[AIM.HsvColours][avg Hue],aim[AIM.HsvColours][avg Saturation],aim[AIM.HsvColours][avg Value],aim[AIM.HsvColours][std Saturation],aim[AIM.HsvColours][std Value],aim[AIM.HsvSpectrum][HSV],aim[AIM.HsvSpectrum][Hue],aim[AIM.HsvSpectrum][Saturation],aim[AIM.HsvSpectrum][Value],aim[AIM.JpgFileSize],aim[AIM.LabColours][mean A],aim[AIM.LabColours][mean B],aim[AIM.LabColours][mean Lightness],aim[AIM.LabColours][std A],aim[AIM.LabColours][std B],aim[AIM.LabColours][std Lightness],aim[AIM.Luminance],aim[AIM.PixelSymmetry],aim[AIM.PngFileSize],aim[AIM.QuadtreeDec][balance],aim[AIM.QuadtreeDec][equilibrium],aim[AIM.QuadtreeDec][leaves],aim[AIM.QuadtreeDec][symmetry],aim[AIM.StaticCc],aim[AIM.UniqueRgb],aim[AIM.Wave],aim[AIM.WhiteSpace]
,https://www.adygnet.ru/,13,722,0.21069730586371,0.14264297485352,0.98217525883232,51,142.31970257767,85.417443847656,87.976390838623,122.62130752222,89.302412171646,56.2348536731,105.533310321,226.33608699398,0.67518433898053,0.81794597251742,0.39887413233731,0.22630132343537,15100,26127,16835,256,169566,8.6078017123097,-27.677990393589,60.432916831295,30.758021625503,28.055407274611,31.066949718133,82.37133658616,0.52885954129757,414030,0.85117275326369,0.99978749527767,2647,0.56801180901246,3923,6461,0.70529963396118,0.12128677368164
,https://www.altstu.ru/,12,402,0.32031956042367,0.10300674438477,0.99652048772314,172,56.202083032272,17.412385559082,13.926142883301,22.296381465705,40.792555048729,28.062810206245,49.51316859256,359.74346891785,0.15730392517118,0.87609937480852,0.30329195376511,0.23513752371209,9156,21577,20074,256,144327,-1.4166033209054,0.62274344754904,85.612796900603,11.496675892781,11.66459607635,25.959719034526,70.122659237469,0.61910197742388,550278,0.68218517022488,0.99972153465347,2020,0.62432259638048,4566,8998,0.5012201925679,0.65079040527344
,https://www.asu.ru/,13,436,0.37751508434922,0.14373321533203,1.0138929654633,242,56.922387156446,12.04676361084,20.852503204346,24.082180204099,22.581931273686,44.270995637707,49.697733095216,323.43418030011,0.14570180538495,0.89754716760972,0.2880826745747,0.18354396378023,9479,20350,20180,256,184959,1.0519041156965,-2.0712009731664,85.994344855007,6.1992300430653,19.948851877183,22.783175514872,62.138750834168,0.77277900032666,840936,0.84135498058298,0.99977580709446,2509,0.65585685505321,4218,8253,0.52124414340534,0.49300689697266
,http://angtu.ru/,13,985,0.34717588620934,0.17883071899414,1.0347991337461,146,55.720966334137,23.482209014893,30.648273849487,38.609983555711,28.873949636298,33.383462073374,44.137971267424,166.22190884859,0.28991689375595,0.73870361328125,0.30111527336395,0.27229818101297,19976,12109,18383,256,180426,-3.6549600470733,-6.660501266849,68.421224769951,6.3190511124661,17.742701108018,29.468118160708,77.859021618784,0.33941621845582,1094775,0.91273121109082,0.99983082706767,3325,0.63753589122971,3435,19258,0.58416952766203,0.36377258300781
,http://www.agpu.net/,13,739,0.28745596025651,0.16408157348633,1.0616559590927,128,65.75567110431,19.704189300537,19.159993362427,27.483821088772,43.106937628927,38.069047643193,57.510524777678,0.16509120525892,0.17371719391299,0.83137773999981,0.29524763633692,0.2241620737715,16174,20409,21016,256,201873,1.2388945347942,-2.3940805687055,79.131371446434,11.632816212031,16.05461631826,24.580814079207,67.341534540329,0.31225277651497,1005327,0.76529684986065,0.99977634194831,2515,0.55482245349782,5727,9106,0.53550790881904,0.54491348266602
,https://narfu.ru/,12,589,0.36499237558338,0.1245735168457,-2.5588685015291,4,72.071230603789,47.237526702881,65.793849563599,80.995151517871,35.021472050999,32.491936563891,47.772685148428,213.92445187851,0.76743530772564,0.54023545807483,0.32679104943858,0.2318912656048,12399,22898,19983,250,161211,6.6641971364713,-24.958246856098,37.635647574325,14.059874562602,21.538484430476,27.321442701794,71.403933074166,0.60743489508143,536718,0.84892837198042,0.99977143437627,2461,0.58121662393649,4649,6806,0.68065610376718,0
,https://asu.edu.ru/,13,671,0.32298670393594,0.13986740112305,0.99635786327979,123,93.031924300435,44.15647277832,45.430274963379,63.353799976566,54.559970531826,50.030254425714,74.025784307465,236.80448319474,0.44313218323305,0.77849538167318,0.45445316496565,0.24120787758689,13824,20860,19744,255,168072,1.9633574181209,-13.693933124831,67.641835022686,12.943413490218,21.102186417682,31.08375827527,86.023910205948,0.82344398169723,806724,0.89432543625386,0.99978987672768,2677,0.63802322384113,4826,11566,0.57674170885065,0.2498908996582
,http://bgu.ru/,12,577,0.32755806734468,0.14713897705078,1.1003276685549,110,80.117175568661,33.928043365479,40.906330490112,53.145460773015,42.796950215658,47.819075132739,64.173537336757,243.33478336095,0.31473864042223,0.83862609564089,0.35447080097964,0.20295445575702,12447,28672,21528,256,209109,-0.27790707942128,-7.3722215075518,75.778921366818,10.550014699197,23.377918662748,25.340958361275,69.755865414692,0.4762628819414,652563,0.92705472661038,0.99982928679818,3295,0.61219270391147,6799,8781,0.59100940149932,-0.15502395629883
,https://bspu.ru/,10,782,0.11238756103829,0.14942398071289,1.0470094512625,37,69.429216898595,25.689602661133,29.605615997314,39.197553284195,38.50946111683,42.928366412409,57.669950913336,303.31924458547,0.24096445345315,0.77365602381089,0.30583704928787,0.22507467459214,17150,27045,20864,256,120129,13.679723866166,-9.8552637284969,68.881538443844,22.023359250274,25.753440139479,25.38898504057,70.853793222048,0.15554815144165,784212,0.86284896255388,0.99977607484076,2512,0.59113641351982,7774,17961,0.57733191368119,0.15623397827148
,https://bashedu.ru/,11,1072,0.26184462584038,0.15003967285156,0.99699987551351,69,85.554392232008,42.099300384521,62.346826553345,75.229501355113,36.648504122678,51.22563444818,62.985541825474,217.59405325933,0.52769486600638,0.70308459113626,0.38784246424102,0.23249139161139,21814,23922,21243,255,160074,5.8856949679755,-23.487773581034,55.171099185614,11.258814938349,24.333533041365,28.427967666979,77.33365391328,0.54538638115221,929787,0.91758576619863,0.9998195958948,3118,0.62010425793642,6382,18069,0.65085884640377,0.16825485229492
,https://www.bstu.ru/,12,581,0.39756622150983,0.11218185424805,1.106081865267,250,34.046268247764,10.682063293457,16.717869567871,19.839194517262,18.841179050314,20.840140548916,28.094509892586,204.81151464768,0.15362968299763,0.83404873118681,0.21591449319704,0.23491594823578,11413,12822,17640,256,176034,0.045648619127812,-6.8211120116485,79.496678593934,5.1417153326089,9.6377020349853,26.867639779695,71.588143464884,0.75498028055788,554526,0.92200893173175,0.99973897911833,2155,0.55343259123271,2586,9100,0.55625111130985,0.36510772705078
,http://www2.bigpi.biysk.ru/wwwsite/news.php,14,928,0.28993390210523,0.20433883666992,0.99220955234223,205,63.01408704859,27.052906036377,22.313838577271,35.068035546143,42.0742336213,31.390204293168,52.493676384747,225.46202540898,0.24371579541954,0.75178137685738,0.30488193265497,0.25152502740772,20197,38158,21642,256,272178,-1.8919375017579,-0.32146150985759,71.151911601306,14.722634356298,15.818608616779,25.995786457337,69.296088647507,0.49921643470771,1534785,0.92746650869312,0.99985205155181,3802,0.65691581248958,10216,14459,0.57083934610164,0.22413101196289
,https://www.birsk.ru/,14,384,0.43143514074603,0.11367950439453,1.0694219020097,135,57.853870888746,18.34080657959,23.66944732666,29.943745970394,30.870204574991,37.88641433784,48.870747097628,350.2921799171,0.21504430520679,0.87523396510704,0.3525398500618,0.21151497653169,8858,23651,20429,256,188559,1.4352743429812,-6.2001598132215,82.166976539586,7.5427610244023,17.606134338618,27.71686997906,76.33459454203,1.0223057937698,488853,0.81581012515219,0.99977171266234,2464,0.55056308140131,5114,6392,0.51637104307493,0.42656402587891
,https://bgpu.ru/index.jsp,13,584,0.36105180357344,0.12067260742187,1.0081109519773,71,38.745388838454,13.291263580322,8.9736576080322,16.036964127533,30.152600177336,15.567831958929,33.934299600194,9.9020367866482,0.16423064314994,0.77846458285463,0.27841685301613,0.34161859051371,11174,21382,18340,256,156147,2.4185102462688,2.5532481517784,75.331826967276,12.654611558352,7.4729493328675,36.092727761988,94.110863211254,0.78044092544824,671688,0.66472571991666,0.99977226720648,2470,0.48635776931873,5194,10920,0.54975242283753,0.45613555908203
,https://brstu.ru/,11,838,0.28932011440444,0.13747100830078,1.1401538150172,50,59.2650438808,21.768839263916,29.94299659729,37.019797515972,25.648035929806,40.761226813262,48.159104626009,8.1339012260984,0.2897391316043,0.71210571588254,0.35757761596058,0.26775898455949,16609,20959,19863,256,155136,2.0489252247062,3.576749870635,66.460019414461,9.3802192023791,22.110933362141,29.632822328458,78.898003201155,0.81696593219899,942492,0.75750336803434,0.9997597180692,2341,0.55445033194879,5031,16837,0.5241252452329,0.31466598510742
,http://bgitu.ru/,12,620,0.39484303455546,0.12974472045898,1.1457769652651,147,35.816314482911,10.149175262451,12.841396713257,16.367871824254,20.522644881894,23.108417814972,30.905952935635,5.2241369915572,0.13028577063088,0.8534064618279,0.23248043080169,0.23046964668043,13671,20849,19231,256,192372,-0.57363244560665,0.021909641489012,83.400888953806,6.205623899356,11.429931074323,25.106150104239,67.276741340735,0.7740034418248,796101,0.86180409578858,0.99978306980332,2593,0.57839341684108,4654,9034,0.50063332414937,0.5386100769043
,https://www.tu-bryansk.ru/,13,623,0.3457404259574,0.14777297973633,1.0524390732724,155,45.019873773213,22.568309020996,27.918077850342,35.899131506555,23.270807877745,25.130483515852,34.250134321247,273.44685749285,0.36178417693028,0.67703752106311,0.34869679880501,0.30265917189703,14292,17905,17444,256,197079,1.752596404034,-8.3880692314476,60.952375322651,8.6739598777259,14.780118328952,34.959137681014,91.682129800633,0.62135886580589,1074903,0.91536002753045,0.99979582577132,2755,0.56270450184188,5065,9468,0.58824515022063,0.26213989257812
,https://brgu.ru/,13,991,0.35578537784149,0.16070175170898,1.0146297719703,154,65.058400691413,22.623149108887,35.450247192383,42.053857154891,32.669956519215,41.022711381136,52.442243544946,283.76344288359,0.28745257874061,0.78916208304611,0.32715004746541,0.20886062757789,20498,29726,21283,256,229266,3.9768998214891,-9.835334902977,70.425600957727,12.227118933089,23.091428034925,27.897886492658,76.33267007571,0.65719666341231,941469,0.92497792468982,0.99983082706767,3325,0.60399395806505,7249,12472,0.57464630888238,0.34443588256836
